id,model_name,field_name,pdp_class,legal_basis,notes,drop_to_null
pdp_res_company__link_qr_code,res.company,link_qr_code,internal,Not personal data - business record,,False
pdp_res_company__logo_web,res.company,logo_web,internal,Not personal data - business record,,False
pdp_res_company__lunch_minimum_threshold,res.company,lunch_minimum_threshold,internal,Not personal data - business record,,False
pdp_res_company__lunch_notify_message,res.company,lunch_notify_message,internal,Not personal data - business record,,False
pdp_res_company__name,res.company,name,public,Not personal data - published to counterparties,,False
pdp_res_company__nomenclature_id,res.company,nomenclature_id,internal,Not personal data - business record,,False
pdp_res_company__overtime_company_threshold,res.company,overtime_company_threshold,internal,Not personal data - business record,,False
pdp_res_company__overtime_employee_threshold,res.company,overtime_employee_threshold,internal,Not personal data - business record,,False
pdp_res_company__paperformat_id,res.company,paperformat_id,internal,Not personal data - business record,,False
pdp_res_company__parent_id,res.company,parent_id,internal,Not personal data - business record,,False
pdp_res_company__parent_path,res.company,parent_path,internal,Not personal data - business record,,False
pdp_res_company__partner_id,res.company,partner_id,internal,Not personal data - business record,,False
pdp_res_company__petty_cash_advance_account_id,res.company,petty_cash_advance_account_id,internal,Not personal data - business record,,False
pdp_res_company__petty_cash_bank_out_journal_id,res.company,petty_cash_bank_out_journal_id,internal,Not personal data - business record,,False
pdp_res_company__petty_cash_expense_journal_id,res.company,petty_cash_expense_journal_id,internal,Not personal data - business record,,False
pdp_res_company__petty_cash_payment_journal_id,res.company,petty_cash_payment_journal_id,internal,Not personal data - business record,,False
pdp_res_company__phone,res.company,phone,public,Not personal data - published to counterparties,,False
pdp_res_company__po_double_validation,res.company,po_double_validation,internal,Not personal data - business record,,False
pdp_res_company__po_double_validation_amount,res.company,po_double_validation_amount,internal,Not personal data - business record,,False
pdp_res_company__po_lock,res.company,po_lock,internal,Not personal data - business record,,False
pdp_res_company__point_of_sale_ticket_portal_url_display_mode,res.company,point_of_sale_ticket_portal_url_display_mode,internal,Not personal data - business record,,False
pdp_res_company__point_of_sale_ticket_unique_code,res.company,point_of_sale_ticket_unique_code,internal,Not personal data - business record,,False
pdp_res_company__point_of_sale_update_stock_quantities,res.company,point_of_sale_update_stock_quantities,internal,Not personal data - business record,,False
pdp_res_company__point_of_sale_use_ticket_qr_code,res.company,point_of_sale_use_ticket_qr_code,internal,Not personal data - business record,,False
pdp_res_company__portal_confirmation_pay,res.company,portal_confirmation_pay,internal,Not personal data - business record,,False
pdp_res_company__portal_confirmation_sign,res.company,portal_confirmation_sign,internal,Not personal data - business record,,False
pdp_res_company__prepayment_percent,res.company,prepayment_percent,internal,Not personal data - business record,,False
pdp_res_company__price_difference_account_id,res.company,price_difference_account_id,internal,Not personal data - business record,,False
pdp_res_company__primary_color,res.company,primary_color,internal,Not personal data - business record,,False
pdp_res_company__project_time_mode_id,res.company,project_time_mode_id,internal,Not personal data - business record,,False
pdp_res_company__purchase_lock_date,res.company,purchase_lock_date,internal,Not personal data - business record,,False
pdp_res_company__qr_code,res.company,qr_code,internal,Not personal data - business record,,False
pdp_res_company__quick_edit_mode,res.company,quick_edit_mode,internal,Not personal data - business record,,False
pdp_res_company__quotation_validity_days,res.company,quotation_validity_days,internal,Not personal data - business record,,False
pdp_res_company__report_bank_details,res.company,report_bank_details,internal,Not personal data - business record,,False
pdp_res_company__report_footer,res.company,report_footer,public,Not personal data - published to counterparties,,False
pdp_res_company__report_footer_note,res.company,report_footer_note,internal,Not personal data - business record,,False
pdp_res_company__report_header,res.company,report_header,public,Not personal data - published to counterparties,,False
pdp_res_company__report_show_product_name,res.company,report_show_product_name,internal,Not personal data - business record,,False
pdp_res_company__resource_calendar_id,res.company,resource_calendar_id,internal,Not personal data - business record,,False
pdp_res_company__restrictive_audit_trail,res.company,restrictive_audit_trail,internal,Not personal data - business record,,False
pdp_res_company__revenue_accrual_account_id,res.company,revenue_accrual_account_id,internal,Not personal data - business record,,False
pdp_res_company__sale_discount_product_id,res.company,sale_discount_product_id,internal,Not personal data - business record,,False
pdp_res_company__sale_lock_date,res.company,sale_lock_date,internal,Not personal data - business record,,False
pdp_res_company__sale_onboarding_payment_method,res.company,sale_onboarding_payment_method,internal,Not personal data - business record,,False
pdp_res_company__sale_order_template_id,res.company,sale_order_template_id,internal,Not personal data - business record,,False
pdp_res_company__secondary_color,res.company,secondary_color,internal,Not personal data - business record,,False
pdp_res_company__security_lead,res.company,security_lead,internal,Not personal data - business record,,False
pdp_res_company__sequence,res.company,sequence,internal,Not personal data - business record,,False
pdp_res_company__snailmail_color,res.company,snailmail_color,internal,Not personal data - business record,,False
pdp_res_company__snailmail_cover,res.company,snailmail_cover,internal,Not personal data - business record,,False
pdp_res_company__snailmail_duplex,res.company,snailmail_duplex,internal,Not personal data - business record,,False
pdp_res_company__social_discord,res.company,social_discord,internal,Not personal data - business record,,False
pdp_res_company__social_facebook,res.company,social_facebook,internal,Not personal data - business record,,False
pdp_res_company__social_github,res.company,social_github,internal,Not personal data - business record,,False
pdp_res_company__social_instagram,res.company,social_instagram,internal,Not personal data - business record,,False
pdp_res_company__social_linkedin,res.company,social_linkedin,internal,Not personal data - business record,,False
pdp_res_company__social_tiktok,res.company,social_tiktok,internal,Not personal data - business record,,False
pdp_res_company__social_twitter,res.company,social_twitter,internal,Not personal data - business record,,False
pdp_res_company__social_youtube,res.company,social_youtube,internal,Not personal data - business record,,False
pdp_res_company__stock_confirmation_type,res.company,stock_confirmation_type,internal,Not personal data - business record,,False
pdp_res_company__stock_mail_confirmation_template_id,res.company,stock_mail_confirmation_template_id,internal,Not personal data - business record,,False
pdp_res_company__stock_move_email_validation,res.company,stock_move_email_validation,internal,Not personal data - business record,,False
pdp_res_company__stock_sms_confirmation_template_id,res.company,stock_sms_confirmation_template_id,internal,Not personal data - business record,,False
pdp_res_company__stock_text_confirmation,res.company,stock_text_confirmation,internal,Not personal data - business record,,False
pdp_res_company__tax_calculation_rounding_method,res.company,tax_calculation_rounding_method,internal,Not personal data - business record,,False
pdp_res_company__tax_cash_basis_journal_id,res.company,tax_cash_basis_journal_id,internal,Not personal data - business record,,False
pdp_res_company__tax_exigibility,res.company,tax_exigibility,internal,Not personal data - business record,,False
pdp_res_company__tax_lock_date,res.company,tax_lock_date,internal,Not personal data - business record,,False
pdp_res_company__terms_type,res.company,terms_type,internal,Not personal data - business record,,False
pdp_res_company__timesheet_encode_uom_id,res.company,timesheet_encode_uom_id,internal,Not personal data - business record,,False
pdp_res_company__transfer_account_code_prefix,res.company,transfer_account_code_prefix,internal,Not personal data - business record,,False
pdp_res_company__transfer_account_id,res.company,transfer_account_id,internal,Not personal data - business record,,False
pdp_res_company__uses_default_logo,res.company,uses_default_logo,internal,Not personal data - business record,,False
pdp_res_company__vat_check_vies,res.company,vat_check_vies,internal,Not personal data - business record,,False
pdp_res_company__website_id,res.company,website_id,internal,Not personal data - business record,,False
pdp_res_company__work_permit_expiration_notice_period,res.company,work_permit_expiration_notice_period,internal,Not personal data - business record,,False
pdp_res_company__write_date,res.company,write_date,internal,Not personal data - business record,,False
pdp_res_company__write_uid,res.company,write_uid,internal,Not personal data - business record,,False
pdp_res_company__x_custom_coretax_user_id,res.company,x_custom_coretax_user_id,internal,Not personal data - business record,,False
pdp_res_company__x_custom_ic_enabled,res.company,x_custom_ic_enabled,internal,Not personal data - business record,,False
pdp_res_company__x_custom_nitku_suffix,res.company,x_custom_nitku_suffix,internal,Not personal data - business record,,False
pdp_res_company__x_custom_npwp_penandatangan,res.company,x_custom_npwp_penandatangan,internal,Not personal data - business record,,False
pdp_res_company__x_custom_show_date_enabled,res.company,x_custom_show_date_enabled,internal,Not personal data - business record,,False
pdp_res_company__x_doc_code,res.company,x_doc_code,internal,Not personal data - business record,,False
pdp_res_partner__active,res.partner,active,internal,Not personal data - business record,,False
pdp_res_partner__autopost_bills,res.partner,autopost_bills,internal,Not personal data - business record,,False
pdp_res_partner__barcode,res.partner,barcode,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,"Per-company barcode map (company_dependent, stored as jsonb). Dropped to NULL at load: a digest of the map is a pseudonym of nothing, and its presence leaks how many companies hold a value for this person.",True
pdp_res_partner__buyer_id,res.partner,buyer_id,internal,Not personal data - business record,,False
pdp_res_partner__calendar_last_notif_ack,res.partner,calendar_last_notif_ack,internal,Not personal data - business record,,False
pdp_res_partner__city,res.partner,city,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__color,res.partner,color,internal,Not personal data - business record,,False
pdp_res_partner__comment,res.partner,comment,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,Free text - may contain any category of personal data; dropped to NULL at load.,True
pdp_res_partner__commercial_company_name,res.partner,commercial_company_name,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__commercial_partner_id,res.partner,commercial_partner_id,internal,Not personal data - business record,,False
pdp_res_partner__company_id,res.partner,company_id,internal,Not personal data - business record,,False
pdp_res_partner__company_name,res.partner,company_name,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__company_registry,res.partner,company_registry,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__complete_name,res.partner,complete_name,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__country_id,res.partner,country_id,internal,Not personal data - business record,,False
pdp_res_partner__create_date,res.partner,create_date,internal,Not personal data - business record,,False
pdp_res_partner__create_uid,res.partner,create_uid,internal,Not personal data - business record,,False
pdp_res_partner__credit_limit,res.partner,credit_limit,internal,Not personal data - business record,,False
pdp_res_partner__credit_limit_check_method,res.partner,credit_limit_check_method,internal,Not personal data - business record,,False
pdp_res_partner__custom_credit_limit,res.partner,custom_credit_limit,internal,Not personal data - business record,,False
pdp_res_partner__custom_credit_limit_check_method,res.partner,custom_credit_limit_check_method,internal,Not personal data - business record,,False
pdp_res_partner__custom_followup_last_sent,res.partner,custom_followup_last_sent,internal,Not personal data - business record,,False
pdp_res_partner__custom_followup_level_id,res.partner,custom_followup_level_id,internal,Not personal data - business record,,False
pdp_res_partner__custom_followup_next_date,res.partner,custom_followup_next_date,internal,Not personal data - business record,,False
pdp_res_partner__customer_rank,res.partner,customer_rank,internal,Not personal data - business record,,False
pdp_res_partner__date_localization,res.partner,date_localization,internal,Not personal data - business record,,False
pdp_res_partner__email,res.partner,email,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__email_normalized,res.partner,email_normalized,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__employee,res.partner,employee,internal,Not personal data - business record,,False
pdp_res_partner__function,res.partner,function,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__global_location_number,res.partner,global_location_number,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__group_on,res.partner,group_on,internal,Not personal data - business record,,False
pdp_res_partner__group_rfq,res.partner,group_rfq,internal,Not personal data - business record,,False
pdp_res_partner__id,res.partner,id,internal,Not personal data - business record,,False
pdp_res_partner__ignore_abnormal_invoice_amount,res.partner,ignore_abnormal_invoice_amount,internal,Not personal data - business record,,False
pdp_res_partner__ignore_abnormal_invoice_date,res.partner,ignore_abnormal_invoice_date,internal,Not personal data - business record,,False
pdp_res_partner__industry_id,res.partner,industry_id,internal,Not personal data - business record,,False
pdp_res_partner__invoice_edi_format_store,res.partner,invoice_edi_format_store,internal,Not personal data - business record,,False
pdp_res_partner__invoice_sending_method,res.partner,invoice_sending_method,internal,Not personal data - business record,,False
pdp_res_partner__invoice_template_pdf_report_id,res.partner,invoice_template_pdf_report_id,internal,Not personal data - business record,,False
pdp_res_partner__is_company,res.partner,is_company,internal,Not personal data - business record,,False
pdp_res_partner__is_pickup_location,res.partner,is_pickup_location,internal,Not personal data - business record,,False
pdp_res_partner__is_published,res.partner,is_published,internal,Not personal data - business record,,False
pdp_res_partner__is_seo_optimized,res.partner,is_seo_optimized,internal,Not personal data - business record,,False
pdp_res_partner__lang,res.partner,lang,internal,Not personal data - business record,,False
pdp_res_partner__message_bounce,res.partner,message_bounce,internal,Not personal data - business record,,False
pdp_res_partner__name,res.partner,name,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__parent_id,res.partner,parent_id,internal,Not personal data - business record,,False
pdp_res_partner__partner_latitude,res.partner,partner_latitude,sensitive,UU 27/2022 Art. 4(3) huruf g - data pribadi lainnya,Precise geolocation of a natural person; dropped to NULL - a digest of a coordinate has no analytic value.,True
pdp_res_partner__partner_longitude,res.partner,partner_longitude,sensitive,UU 27/2022 Art. 4(3) huruf g - data pribadi lainnya,Precise geolocation of a natural person; dropped to NULL - a digest of a coordinate has no analytic value.,True
pdp_res_partner__partner_share,res.partner,partner_share,internal,Not personal data - business record,,False
pdp_res_partner__peppol_eas,res.partner,peppol_eas,internal,Not personal data - business record,,False
pdp_res_partner__peppol_endpoint,res.partner,peppol_endpoint,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__phone,res.partner,phone,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__phone_sanitized,res.partner,phone_sanitized,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__picking_warn_msg,res.partner,picking_warn_msg,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,Free text - may contain any category of personal data; dropped to NULL at load.,True
pdp_res_partner__properties,res.partner,properties,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,User-defined JSON properties - arbitrary content; dropped to NULL at load.,True
pdp_res_partner__property_account_payable_id,res.partner,property_account_payable_id,internal,Not personal data - business record,,False
pdp_res_partner__property_account_position_id,res.partner,property_account_position_id,internal,Not personal data - business record,,False
pdp_res_partner__property_account_receivable_id,res.partner,property_account_receivable_id,internal,Not personal data - business record,,False
pdp_res_partner__property_delivery_carrier_id,res.partner,property_delivery_carrier_id,internal,Not personal data - business record,,False
pdp_res_partner__property_inbound_payment_method_line_id,res.partner,property_inbound_payment_method_line_id,internal,Not personal data - business record,,False
pdp_res_partner__property_outbound_payment_method_line_id,res.partner,property_outbound_payment_method_line_id,internal,Not personal data - business record,,False
pdp_res_partner__property_payment_term_id,res.partner,property_payment_term_id,internal,Not personal data - business record,,False
pdp_res_partner__property_purchase_currency_id,res.partner,property_purchase_currency_id,internal,Not personal data - business record,,False
pdp_res_partner__property_stock_customer,res.partner,property_stock_customer,internal,Not personal data - business record,,False
pdp_res_partner__property_stock_supplier,res.partner,property_stock_supplier,internal,Not personal data - business record,,False
pdp_res_partner__property_supplier_payment_term_id,res.partner,property_supplier_payment_term_id,internal,Not personal data - business record,,False
pdp_res_partner__purchase_warn_msg,res.partner,purchase_warn_msg,internal,Not personal data - business record,,False
pdp_res_partner__receipt_reminder_email,res.partner,receipt_reminder_email,internal,Not personal data - business record,,False
pdp_res_partner__ref,res.partner,ref,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__reminder_date_before_receipt,res.partner,reminder_date_before_receipt,internal,Not personal data - business record,,False
pdp_res_partner__sale_warn_msg,res.partner,sale_warn_msg,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,Free text - may contain any category of personal data; dropped to NULL at load.,True
pdp_res_partner__seo_name,res.partner,seo_name,internal,Not personal data - business record,,False
pdp_res_partner__signup_type,res.partner,signup_type,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__specific_property_product_pricelist,res.partner,specific_property_product_pricelist,internal,Not personal data - business record,,False
pdp_res_partner__state_id,res.partner,state_id,internal,Not personal data - business record,,False
pdp_res_partner__street,res.partner,street,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__street2,res.partner,street2,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__suggest_based_on,res.partner,suggest_based_on,internal,Not personal data - business record,,False
pdp_res_partner__suggest_days,res.partner,suggest_days,internal,Not personal data - business record,,False
pdp_res_partner__suggest_percent,res.partner,suggest_percent,internal,Not personal data - business record,,False
pdp_res_partner__supplier_rank,res.partner,supplier_rank,internal,Not personal data - business record,,False
pdp_res_partner__trust,res.partner,trust,internal,Not personal data - business record,,False
pdp_res_partner__type,res.partner,type,internal,Not personal data - business record,,False
pdp_res_partner__tz,res.partner,tz,internal,Not personal data - business record,,False
pdp_res_partner__user_id,res.partner,user_id,internal,Not personal data - business record,,False
pdp_res_partner__vat,res.partner,vat,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,Indonesian NPWP / NIK. Art. 4(3) specific personal data. Hashed at load.,False
pdp_res_partner__vies_valid,res.partner,vies_valid,internal,Not personal data - business record,,False
pdp_res_partner__website,res.partner,website,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_partner__website_description,res.partner,website_description,internal,Not personal data - business record,,False
pdp_res_partner__website_id,res.partner,website_id,internal,Not personal data - business record,,False
pdp_res_partner__website_meta_description,res.partner,website_meta_description,internal,Not personal data - business record,,False
pdp_res_partner__website_meta_keywords,res.partner,website_meta_keywords,internal,Not personal data - business record,,False
pdp_res_partner__website_meta_og_img,res.partner,website_meta_og_img,internal,Not personal data - business record,,False
pdp_res_partner__website_meta_title,res.partner,website_meta_title,internal,Not personal data - business record,,False
pdp_res_partner__website_short_description,res.partner,website_short_description,internal,Not personal data - business record,,False
pdp_res_partner__write_date,res.partner,write_date,internal,Not personal data - business record,,False
pdp_res_partner__write_uid,res.partner,write_uid,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_birth_date,res.partner,x_custom_birth_date,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_birth_place,res.partner,x_custom_birth_place,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_foreign_counterparty,res.partner,x_custom_foreign_counterparty,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_has_valid_npwp,res.partner,x_custom_has_valid_npwp,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_kitas,res.partner,x_custom_kitas,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_nik,res.partner,x_custom_nik,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_nitku,res.partner,x_custom_nitku,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_npwp,res.partner,x_custom_npwp,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_npwp_status,res.partner,x_custom_npwp_status,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_passport,res.partner,x_custom_passport,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_pkp,res.partner,x_custom_pkp,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_ppob_daily_txn_cap,res.partner,x_custom_ppob_daily_txn_cap,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_ppob_has_npwp,res.partner,x_custom_ppob_has_npwp,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_ppob_is_mitra,res.partner,x_custom_ppob_is_mitra,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_ppob_is_provider,res.partner,x_custom_ppob_is_provider,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_ppob_mitra_code,res.partner,x_custom_ppob_mitra_code,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_ppob_mitra_tier_id,res.partner,x_custom_ppob_mitra_tier_id,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_ppob_monthly_txn_cap,res.partner,x_custom_ppob_monthly_txn_cap,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_ptkp,res.partner,x_custom_ptkp,internal,Not personal data - business record,,False
pdp_res_partner__x_custom_tin,res.partner,x_custom_tin,internal,Not personal data - business record,,False
pdp_res_partner__zip,res.partner,zip,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_users__action_id,res.users,action_id,internal,Not personal data - business record,,False
pdp_res_users__active,res.users,active,internal,Not personal data - business record,,False
pdp_res_users__company_id,res.users,company_id,internal,Not personal data - business record,,False
pdp_res_users__create_date,res.users,create_date,internal,Not personal data - business record,,False
pdp_res_users__create_uid,res.users,create_uid,internal,Not personal data - business record,,False
pdp_res_users__default_operating_unit_id,res.users,default_operating_unit_id,internal,Not personal data - business record,,False
pdp_res_users__home_console_density,res.users,home_console_density,internal,Not personal data - business record,,False
pdp_res_users__id,res.users,id,internal,Not personal data - business record,,False
pdp_res_users__karma,res.users,karma,internal,Not personal data - business record,,False
pdp_res_users__last_lunch_location_id,res.users,last_lunch_location_id,internal,Not personal data - business record,,False
pdp_res_users__login,res.users,login,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_res_users__manual_im_status,res.users,manual_im_status,internal,Not personal data - business record,,False
pdp_res_users__next_rank_id,res.users,next_rank_id,internal,Not personal data - business record,,False
pdp_res_users__notification_type,res.users,notification_type,internal,Not personal data - business record,,False
pdp_res_users__oauth_access_token,res.users,oauth_access_token,secret,UU 27/2022 Art. 35 - kewajiban pelindungan; credential material,Credential or key material; never named in the extraction SELECT list.,False
pdp_res_users__oauth_provider_id,res.users,oauth_provider_id,internal,Not personal data - business record,,False
pdp_res_users__oauth_uid,res.users,oauth_uid,internal,Not personal data - business record,,False
pdp_res_users__odoobot_failed,res.users,odoobot_failed,internal,Not personal data - business record,,False
pdp_res_users__odoobot_state,res.users,odoobot_state,internal,Not personal data - business record,,False
pdp_res_users__out_of_office_from,res.users,out_of_office_from,internal,Not personal data - business record,,False
pdp_res_users__out_of_office_message,res.users,out_of_office_message,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,Free text - may contain any category of personal data; dropped to NULL at load.,True
pdp_res_users__out_of_office_to,res.users,out_of_office_to,internal,Not personal data - business record,,False
pdp_res_users__partner_id,res.users,partner_id,internal,Not personal data - business record,,False
pdp_res_users__password,res.users,password,secret,UU 27/2022 Art. 35 - kewajiban pelindungan; credential material,Credential or key material; never named in the extraction SELECT list.,False
pdp_res_users__property_warehouse_id,res.users,property_warehouse_id,internal,Not personal data - business record,,False
pdp_res_users__rank_id,res.users,rank_id,internal,Not personal data - business record,,False
pdp_res_users__sale_team_id,res.users,sale_team_id,internal,Not personal data - business record,,False
pdp_res_users__share,res.users,share,internal,Not personal data - business record,,False
pdp_res_users__signature,res.users,signature,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,Free text - may contain any category of personal data; dropped to NULL at load.,True
pdp_res_users__totp_last_counter,res.users,totp_last_counter,internal,Not personal data - business record,,False
pdp_res_users__totp_secret,res.users,totp_secret,secret,UU 27/2022 Art. 35 - kewajiban pelindungan; credential material,Credential or key material; never named in the extraction SELECT list.,False
pdp_res_users__tour_enabled,res.users,tour_enabled,internal,Not personal data - business record,,False
pdp_res_users__website_id,res.users,website_id,internal,Not personal data - business record,,False
pdp_res_users__write_date,res.users,write_date,internal,Not personal data - business record,,False
pdp_res_users__write_uid,res.users,write_uid,internal,Not personal data - business record,,False
pdp_res_users__x_indonesia_badge,res.users,x_indonesia_badge,internal,Not personal data - business record,,False
pdp_sale_order__access_token,sale.order,access_token,secret,UU 27/2022 Art. 35 - kewajiban pelindungan; credential material,Credential or key material; never named in the extraction SELECT list.,False
pdp_sale_order__amount_tax,sale.order,amount_tax,internal,Not personal data - business record,,False
pdp_sale_order__amount_total,sale.order,amount_total,internal,Not personal data - business record,,False
pdp_sale_order__amount_unpaid,sale.order,amount_unpaid,internal,Not personal data - business record,,False
pdp_sale_order__amount_untaxed,sale.order,amount_untaxed,internal,Not personal data - business record,,False
pdp_sale_order__campaign_id,sale.order,campaign_id,internal,Not personal data - business record,,False
pdp_sale_order__carrier_id,sale.order,carrier_id,internal,Not personal data - business record,,False
pdp_sale_order__cart_recovery_email_sent,sale.order,cart_recovery_email_sent,internal,Not personal data - business record,,False
pdp_sale_order__client_order_ref,sale.order,client_order_ref,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_sale_order__commitment_date,sale.order,commitment_date,internal,Not personal data - business record,,False
pdp_sale_order__company_id,sale.order,company_id,internal,Not personal data - business record,,False
pdp_sale_order__create_date,sale.order,create_date,internal,Not personal data - business record,,False
pdp_sale_order__create_uid,sale.order,create_uid,internal,Not personal data - business record,,False
pdp_sale_order__currency_id,sale.order,currency_id,internal,Not personal data - business record,,False
pdp_sale_order__currency_rate,sale.order,currency_rate,internal,Not personal data - business record,,False
pdp_sale_order__custom_affiliate_code,sale.order,custom_affiliate_code,internal,Not personal data - business record,,False
pdp_sale_order__custom_affiliate_id,sale.order,custom_affiliate_id,internal,Not personal data - business record,,False
pdp_sale_order__custom_credit_check_log_id,sale.order,custom_credit_check_log_id,internal,Not personal data - business record,,False
pdp_sale_order__customizable_pdf_form_fields,sale.order,customizable_pdf_form_fields,internal,Not personal data - business record,,False
pdp_sale_order__date_order,sale.order,date_order,internal,Not personal data - business record,,False
pdp_sale_order__delivery_message,sale.order,delivery_message,internal,Not personal data - business record,,False
pdp_sale_order__delivery_status,sale.order,delivery_status,internal,Not personal data - business record,,False
pdp_sale_order__effective_date,sale.order,effective_date,internal,Not personal data - business record,,False
pdp_sale_order__fiscal_position_id,sale.order,fiscal_position_id,internal,Not personal data - business record,,False
pdp_sale_order__id,sale.order,id,internal,Not personal data - business record,,False
pdp_sale_order__incoterm,sale.order,incoterm,internal,Not personal data - business record,,False
pdp_sale_order__incoterm_location,sale.order,incoterm_location,internal,Not personal data - business record,,False
pdp_sale_order__invoice_status,sale.order,invoice_status,internal,Not personal data - business record,,False
pdp_sale_order__journal_id,sale.order,journal_id,internal,Not personal data - business record,,False
pdp_sale_order__locked,sale.order,locked,internal,Not personal data - business record,,False
pdp_sale_order__medium_id,sale.order,medium_id,internal,Not personal data - business record,,False
pdp_sale_order__name,sale.order,name,internal,Not personal data - business record,,False
pdp_sale_order__note,sale.order,note,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,Free text - may contain any category of personal data; dropped to NULL at load.,True
pdp_sale_order__operating_unit_id,sale.order,operating_unit_id,internal,Not personal data - business record,,False
pdp_sale_order__origin,sale.order,origin,internal,Not personal data - business record,,False
pdp_sale_order__partner_id,sale.order,partner_id,internal,Not personal data - business record,,False
pdp_sale_order__partner_invoice_id,sale.order,partner_invoice_id,internal,Not personal data - business record,,False
pdp_sale_order__partner_shipping_id,sale.order,partner_shipping_id,internal,Not personal data - business record,,False
pdp_sale_order__payment_term_id,sale.order,payment_term_id,internal,Not personal data - business record,,False
pdp_sale_order__pending_email_template_id,sale.order,pending_email_template_id,internal,Not personal data - business record,,False
pdp_sale_order__picking_policy,sale.order,picking_policy,internal,Not personal data - business record,,False
pdp_sale_order__pickup_location_data,sale.order,pickup_location_data,internal,Not personal data - business record,,False
pdp_sale_order__preferred_payment_method_line_id,sale.order,preferred_payment_method_line_id,internal,Not personal data - business record,,False
pdp_sale_order__prepayment_percent,sale.order,prepayment_percent,internal,Not personal data - business record,,False
